id,thickness_mm,settings_variant,dsp_found,dsp_coherence,dsp_round_trip_s,dsp_velocity,dsp_n_packets,dsp_warnings_count,dsp_noise_level,dsp_thickness_est_mm,max_abs_v,ptp_v,mean_v,std_v,rms_v,skew_v,kurt_v,energy_v,zcr,env_max,env_mean,env_std,env_auc,env_centroid_t,p1_t,p2_t,p3_t,delta_t_21,delta_t_32,amp_ratio_21,amp_ratio_32,autocorr_tau_s,autocorr_peak_val,autocorr_thickness_est_mm,dominant_freq_mhz,spectral_centroid_mhz,spectral_spread_mhz,band_0_2mhz,band_2_6mhz,band_6_12mhz,band_12_25mhz,gain,hp_val,lp_val,damping,prf,pulse_amp,averaging
20260820_154216_90c28da1,20.0,,1,0.9983868675367935,6.8328e-06,5749.172981833398,2,1,0.33992067362891026,19.610136,3.939698,7.316582,-0.0971662453681482,0.4980818181421757,0.507470961536479,1.9371134665114211,23.800157666428202,1.287675088298081e-05,0.01027167130651819,4.46388379841616,0.3950910383642384,0.5912381295543044,1.9755184063873304e-05,1.6985666311003914e-05,3.448e-07,2.0944e-06,3.124e-06,1.7495999999999997e-06,1.0296000000000003e-06,1.0169532885064658,0.6421360497429658,1.3968e-06,0.5608418784710204,4.008816,1.279959041310678,1.5631843145029343,5.145074271926034,0.9187956090408284,0.07606961490002263,0.002668228421674452,0.0005716551879227014,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154218_73919221,20.0,,1,0.998319038729394,6.8328e-06,5746.393156104329,2,1,0.33992899611745925,19.610136,3.939698,7.316582,-0.0956032805030239,0.4972538438096067,0.5063609112346338,1.9322688194635778,24.071339041862576,1.2820478863514313e-05,0.008543726600748777,4.518015766469244,0.3889564789967261,0.5936475461300046,1.94484462802027e-05,1.668768398294006e-05,3.424e-07,2.0944e-06,3.1288e-06,1.752e-06,1.0344000000000002e-06,1.016725395132121,0.6370772762286699,1.3968e-06,0.5664122726422463,4.008816,1.279959041310678,1.5691954397005436,5.228754801430386,0.9180941414713896,0.07677664505020215,0.0026248971691883484,0.0005789496631278423,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154219_734170a3,20.0,,1,0.9981816029697677,6.8328e-06,5737.5549636634005,2,2,0.33945057236090437,19.610136,3.939698,7.316582,-0.09756374013631564,0.49770713439666076,0.5071795293766521,1.9408921181852425,23.92286057734114,1.2861965320656146e-05,0.00902371124124028,4.435738035991456,0.3920496356331625,0.5926932841641069,1.9603109061075134e-05,1.6777888797038513e-05,3.4e-07,2.0944e-06,3.1336e-06,1.7543999999999999e-06,1.0392000000000001e-06,1.0015827226357565,0.6415851214241064,1.3968e-06,0.565115206819489,4.008816,1.279959041310678,1.5651739605321062,5.165727714361303,0.9183552822260408,0.07645047957507747,0.0027003240911909593,0.0005855531282294994,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154219_fd73af7c,20.0,,1,0.9983749855134033,6.8328e-06,5745.389039375942,2,1,0.33567831400869025,19.610136,3.939698,7.23618,-0.09414065412306806,0.49857229299225836,0.507382295806897,1.9305910320639041,23.61681448976932,1.2872251603784429e-05,0.01007967745032159,4.489610054731056,0.3928877380907549,0.5930324361137439,1.9645015524918688e-05,1.6771957316482535e-05,3.424e-07,2.0896e-06,3.1408e-06,1.7472e-06,1.0512000000000002e-06,0.9963262926493154,0.6374823833919064,1.38e-06,0.5593578397172113,3.9606,1.279959041310678,1.567712489071717,5.2230349555605375,0.9170715777579216,0.07779964317002702,0.0026201640225532474,0.0005649479084155686,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154220_c35b0f57,20.0,,1,0.9948187473532665,7.008e-06,5736.370038973018,2,2,0.33954488513932396,20.112959999999998,3.939698,7.23618,-0.09543347691273879,0.5051676012613617,0.514102960388104,1.7702136201110072,22.349145693893753,1.321551557695683e-05,0.011807622156091005,4.468375309739018,0.4041726772385626,0.5968026432899677,2.020928053821171e-05,1.6840510992274998e-05,3.424e-07,2.08e-06,3.0856e-06,1.7376e-06,1.0056000000000002e-06,0.9918148274064423,0.6599939623972212,1.3488e-06,0.5521375086314555,3.871056,1.279959041310678,1.5735053670955579,5.150362882800589,0.9184145739902485,0.07658719933414102,0.002537080941150962,0.0005826051096648499,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154221_0988c02a,20.0,,0,0.0,0.0,0.0,0,0,0.0,0.0,3.939698,7.316582,-0.09668384880483825,0.48594711561203796,0.49547186175541413,1.9380635686797099,24.775361715178285,1.2275011077354078e-05,0.011039646731304599,4.430236367219196,0.3850195615739432,0.5774405904429458,1.9251594109995676e-05,1.698689123404513e-05,3.4e-07,2.0872e-06,3.064e-06,1.7472000000000002e-06,9.767999999999997e-07,1.0017508219954128,0.5787623719848158,1.3464e-06,0.5124644801114356,3.864168,1.1399635211673225,1.5690080143956662,5.322118486425436,0.9179284986116961,0.07688546885872495,0.00263715741459535,0.0005648277330359236,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154221_60a69572,20.0,,0,0.0,0.0,0.0,0,0,0.0,0.0,3.939698,7.316582,-0.09551451953537486,0.48454908806719443,0.4938733058070898,1.9414596050419641,24.624971546509357,1.2195932366788667e-05,0.011903619084189306,4.478161764856504,0.3864473632737476,0.573928728617206,1.932298647946862e-05,1.701310998378206e-05,3.424e-07,2.0848e-06,2.9752e-06,1.7424e-06,8.904e-07,0.9802198811741069,0.5220529706810345,1.3175999999999999e-06,0.4646757365078995,3.7815119999999993,1.1399635211673225,1.5642247432053171,5.373231775571333,0.9226051439386221,0.07256537605668623,0.0022511235991626286,0.0005300590000675216,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154222_c1948164,20.0,,0,0.0,0.0,0.0,0,0,0.0,0.0,3.939698,7.23618,-0.09410206239800326,0.4915082104825021,0.5004353296074022,1.6637838710832766,22.194290426941524,1.2522176652794055e-05,0.013055582221368916,4.4475209497776795,0.3982334009606909,0.5774552936776893,1.991230722147608e-05,1.7149087957190306e-05,3.424e-07,2.0752e-06,2.908e-06,1.7328000000000002e-06,8.327999999999999e-07,0.9081565231940427,0.5921524703355694,1.2984e-06,0.4204988846966818,3.7264079999999997,1.1399635211673225,1.5437516053588067,5.32081961146312,0.9212505725091341,0.07466742879902817,0.0016109489358865344,0.00048803958799998985,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154223_ec6f1c57,20.0,,0,0.0,0.0,0.0,0,0,0.0,0.0,3.939698,7.23618,-0.09605866285878852,0.4904698637245459,0.49978790894957925,1.6575234679256814,21.95809763374749,1.2489797357335938e-05,0.009887683594124988,4.432577532119263,0.3990893142493326,0.5754154553081735,1.9955104255369428e-05,1.7222939684892017e-05,3.4e-07,2.068e-06,2.8816e-06,1.728e-06,8.136000000000001e-07,0.9017927876972281,0.5953919786878398,1.3008e-06,0.41646555943260327,3.7332959999999997,1.1399635211673225,1.5288122580327739,5.086083870024066,0.9205612243578712,0.07554843708769791,0.0015510657393746033,0.00047905119952486704,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154223_4faa14f8,20.0,,0,0.0,0.0,0.0,0,0,0.0,0.0,3.939698,7.23618,-0.08998818450609579,0.45421544859922774,0.4630437852913057,1.7161280633603597,34.9925092882999,1.0720820410120397e-05,0.0030719016991456274,4.675441726502521,0.26775940497962425,0.5908224188302211,1.3388398664029178e-05,1.3452477881524682e-05,3.448e-07,1.6864e-06,2.236e-06,1.3416e-06,5.495999999999998e-07,0.7839496695240243,1.3310239787518119,1.2888e-06,0.478867728512809,3.698856,1.0199673610444466,1.5922892652752478,5.177058749306464,0.8368290326077472,0.15799112741483426,0.0027599358596261687,0.0005790751766235488,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154224_60bdd8fb,20.0,,0,0.0,0.0,0.0,0,0,0.0,0.0,3.939698,7.316582,-0.09140450081597387,0.4352847500231741,0.4447781428669293,2.0687371168842494,38.44402376133765,9.891696342761924e-06,0.0030719016991456274,4.681489180535517,0.260023710418448,0.5654514165447353,1.300160155885907e-05,1.365962603374627e-05,3.424e-07,1.696e-06,2.2192e-06,1.3536e-06,5.231999999999999e-07,0.7937842835357104,1.329832807984402,1.86e-06,0.4888194113227339,5.3382,1.0799654411058845,1.6221648427458675,5.366875028219419,0.8367371305121344,0.15777625095708672,0.0029422061377479053,0.0006101580302093686,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154224_f06e876a,20.0,,0,0.0,0.0,0.0,0,0,0.0,0.0,3.939698,7.23618,-0.09701187846788903,0.4859586813277271,0.4955473181459586,1.9688006588296532,24.42261111808694,1.227875013351383e-05,0.010847652875107996,4.474626093970315,0.3888640516865252,0.5749152454217484,1.9443824766808957e-05,1.6967148192330137e-05,3.424e-07,2.0872e-06,3.0448e-06,1.7448000000000002e-06,9.576e-07,0.9796531045602936,0.5685621732433177,1.3272e-06,0.5097944715880642,3.8090640000000002,1.1399635211673225,1.5706134391113806,5.349294754937795,0.9208669405657188,0.07418812941556566,0.002362773403020058,0.0005554545397582295,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154225_a8f393d4,20.0,,0,0.0,0.0,0.0,0,0,0.0,0.0,3.939698,7.316582,-0.09686908908514927,0.4869722733860557,0.49651345950232806,1.7925692667213886,23.540275142980537,1.2326675214333246e-05,0.011519631371796103,4.4330881673456854,0.39290284399474584,0.5738723269566983,1.9645770844287685e-05,1.7199327664393786e-05,3.424e-07,2.08e-06,2.9248e-06,1.7376e-06,8.447999999999999e-07,0.9329156759379279,0.5492969061919474,1.2984e-06,0.41566872844876424,3.7264079999999997,1.1399635211673225,1.5474071029501564,5.406083819770527,0.92200762821998,0.07382292570717586,0.001619025343856845,0.00047973886649011204,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154226_4b30b8d3,20.0,,0,0.0,0.0,0.0,0,0,0.0,0.0,3.939698,7.316582,-0.09452271220120956,0.47732658694189284,0.48659553401512956,1.7269304109221066,23.17081752826513,1.1839139526515412e-05,0.010655659018911395,4.453879159555366,0.3831127226290762,0.5638020354901431,1.9156249111810018e-05,1.725563333758943e-05,3.424e-07,2.0704e-06,2.8624e-06,1.7280000000000002e-06,7.919999999999998e-07,0.8614672080330656,0.5381062389174169,1.752e-06,0.4022495701117929,5.028239999999999,1.1399635211673225,1.514425404335667,5.295142228305418,0.9099777540686763,0.08587531026372056,0.0016783425519269477,0.00046583458970268256,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154226_5728504d,20.0,,0,0.0,0.0,0.0,0,0,0.0,0.0,3.939698,7.316582,-0.09559556215801093,0.47157760305141616,0.4811693539742792,1.8085869585622518,24.27219949150315,1.1576567798516784e-05,0.012959585293270615,4.422811123154081,0.37172667628443656,0.5619287641618202,1.858692857690388e-05,1.7162413925392852e-05,3.4e-07,2.1304e-06,2.848e-06,1.7904e-06,7.176000000000001e-07,0.9073260173073826,0.4620948170509098,1.7712e-06,0.41242347212501373,5.083344,1.159962881187802,1.5234217162254502,5.499990544897722,0.8943495508770504,0.10147435790388741,0.001615094469072508,0.0004901927974634805,33.0,1.0,5.0,1.0,9.0,9.0,32.0
20260820_154227_dcfab7f4,20.0,,0,0.0,0.0,0.0,0,0,0.0,0.0,3.939698,7.23618,-0.09349617231448594,0.4691068235156896,0.47833330022740467,1.8725819685302127,24.938807222723657,1.1440503389715791e-05,0.009695689737928385,4.43635895669974,0.36231840598560383,0.5635759946239357,1.8116500008729767e-05,1.6820960261484066e-05,3.424e-07,2.128e-06,2.8432e-06,1.7856000000000003e-06,7.151999999999999e-07,0.9192670274280594,0.4337885350931823,1.776e-06,0.42363728907196385,5.09712,1.159962881187802,1.5164835784580846,5.345604048344645,0.8865862839205221,0.10913545866115597,0.001793273632822814,0.0004749163550751648,33.0,1.0,5.0,1.0,9.0,9.0,32.0
